kind,game,roots,window_roots,avg_abs_error,avg_sq_error,total_avg_abs_error,total_avg_sq_error,last_abs_error,validation_samples,validation_avg_abs_error,validation_avg_sq_error,validation_last_abs_error,elapsed_ms,roots_per_sec
progress,129,16767,6,0.999964,0.999928,0.419882,0.303151,1.000052,10,0.403255,0.238363,0.020263,1819408,9.2
progress,130,16867,100,0.283584,0.115557,0.419074,0.302039,0.000678,10,0.403255,0.238363,0.020263,1830453,9.2
progress,130,16891,24,0.000618,0.000000,0.418479,0.301610,0.000635,10,0.403255,0.238363,0.020263,1833098,9.2
progress,131,16982,91,0.125117,0.019885,0.416907,0.300100,0.000310,10,0.403255,0.238363,0.020263,1843189,9.2
progress,132,17082,100,0.446277,0.332012,0.417079,0.300287,0.889401,10,0.403255,0.238363,0.020263,1854225,9.2
progress,132,17111,29,0.969042,0.940238,0.418015,0.301371,1.000274,10,0.403255,0.238363,0.020263,1857410,9.2
progress,133,17171,60,0.088310,0.010531,0.416863,0.300355,0.000120,10,0.403255,0.238363,0.020263,1864037,9.2
progress,134,17235,64,0.950361,0.904104,0.418844,0.302597,1.000060,10,0.403255,0.238363,0.020263,1869894,9.2
progress,135,17335,100,0.526198,0.395579,0.419463,0.303133,0.999529,10,0.403255,0.238363,0.020263,1880924,9.2
progress,135,17355,20,0.999943,0.999887,0.420132,0.303936,1.000043,10,0.403255,0.238363,0.020263,1883116,9.2
progress,136,17455,100,0.429249,0.252226,0.420184,0.303640,0.834271,10,0.403255,0.238363,0.020263,1894173,9.2
progress,136,17523,68,0.947731,0.901287,0.422231,0.305959,1.000043,10,0.403255,0.238363,0.020263,1900346,9.2
progress,137,17623,100,0.205127,0.055934,0.420999,0.304541,0.411271,10,0.403255,0.238363,0.020263,1911365,9.2
progress,137,17678,55,0.468752,0.255234,0.421148,0.304387,0.000093,10,0.403255,0.238363,0.020263,1917421,9.2
progress,138,17778,100,0.500024,0.396295,0.421592,0.304904,1.000289,10,0.403255,0.238363,0.020263,1928464,9.2
progress,138,17790,12,0.999914,0.999828,0.421982,0.305373,1.000555,10,0.403255,0.238363,0.020263,1929741,9.2
progress,139,17890,100,0.267768,0.082641,0.421120,0.304128,0.523305,10,0.403255,0.238363,0.020263,1940809,9.2
progress,139,17983,93,0.717261,0.525185,0.422651,0.305271,0.924033,10,0.403255,0.238363,0.020263,1951058,9.2
progress,140,18083,100,0.238035,0.077784,0.421630,0.304013,0.181137,10,0.403255,0.238363,0.020263,1962070,9.2
progress,140,18117,34,0.061478,0.009231,0.420954,0.303460,0.000609,10,0.403255,0.238363,0.020263,1965814,9.2
progress,141,18216,99,0.712716,0.571818,0.422540,0.304918,1.000314,10,0.403255,0.238363,0.020263,1976765,9.2
progress,142,18316,100,0.128477,0.040862,0.420935,0.303477,0.521442,10,0.403255,0.238363,0.020263,1987803,9.2
progress,142,18366,50,0.909072,0.834723,0.422264,0.304923,1.000561,10,0.403255,0.238363,0.020263,1993272,9.2
progress,143,18401,35,0.909070,0.838585,0.423189,0.305938,1.000317,10,0.403255,0.238363,0.020263,1997154,9.2
progress,144,18501,100,0.209029,0.075221,0.422032,0.304691,0.558284,10,0.403255,0.238363,0.020263,2008201,9.2
progress,144,18547,46,0.350422,0.339558,0.421854,0.304778,1.000286,10,0.403255,0.238363,0.020263,2013268,9.2
progress,145,18647,100,0.808629,0.661961,0.423929,0.306693,0.999592,10,0.403255,0.238363,0.020263,2024310,9.2
progress,145,18669,22,0.999952,0.999903,0.424607,0.307510,1.000550,10,0.403255,0.238363,0.020263,2026705,9.2
progress,146,18769,100,0.738514,0.610950,0.426280,0.309127,1.000307,10,0.403255,0.238363,0.020263,2037744,9.2
progress,147,18813,44,0.046454,0.003438,0.425391,0.308412,0.000323,10,0.403255,0.238363,0.020263,2042607,9.2
progress,148,18913,100,0.180012,0.048890,0.424094,0.307039,0.281922,10,0.403255,0.238363,0.020263,2053635,9.2
progress,148,18949,36,0.275207,0.077901,0.423811,0.306604,0.000223,10,0.403255,0.238363,0.020263,2057603,9.2
progress,149,19049,100,0.085477,0.012375,0.422035,0.305060,0.000092,10,0.403255,0.238363,0.020263,2068636,9.2
progress,149,19070,21,0.000099,0.000000,0.421570,0.304724,0.000098,10,0.403255,0.238363,0.020263,2070921,9.2
progress,150,19170,100,0.152907,0.093021,0.420169,0.303619,0.996059,10,0.403255,0.238363,0.020263,2081979,9.2
progress,150,19198,28,0.999814,0.999629,0.421014,0.304634,1.000041,10,0.403255,0.238363,0.020263,2085049,9.2
progress,151,19298,100,0.215019,0.091606,0.419947,0.303531,0.644842,10,0.403255,0.238363,0.020263,2096164,9.2
progress,151,19359,61,0.882895,0.801429,0.421406,0.305099,1.000621,10,0.403255,0.238363,0.020263,2102849,9.2
progress,152,19459,100,0.120906,0.018076,0.419861,0.303624,0.132068,10,0.403255,0.238363,0.020263,2113886,9.2
progress,152,19510,51,0.041186,0.005960,0.418871,0.302846,0.000094,10,0.403255,0.238363,0.020263,2119495,9.2
progress,153,19610,100,0.596501,0.511660,0.419777,0.303911,0.999485,10,0.403255,0.238363,0.020263,2130526,9.2
progress,153,19626,16,0.999997,0.999994,0.420250,0.304479,1.000305,10,0.403255,0.238363,0.020263,2132144,9.2
progress,154,19726,100,0.505059,0.318856,0.420680,0.304551,0.870985,10,0.403255,0.238363,0.020263,2143316,9.2
progress,154,19763,37,0.942547,0.891682,0.421657,0.305651,1.000277,10,0.403255,0.238363,0.020263,2147396,9.2
progress,155,19863,100,0.290079,0.108043,0.420995,0.304656,0.691379,10,0.403255,0.238363,0.020263,2158430,9.2
progress,155,19906,43,0.911398,0.839969,0.422054,0.305812,1.000638,10,0.403255,0.238363,0.020263,2163161,9.2
progress,156,20006,100,0.223681,0.077753,0.421063,0.304672,0.292991,10,0.403255,0.238363,0.020263,2174188,9.2
progress,156,20088,82,0.768461,0.640673,0.422481,0.306044,1.000176,10,0.403255,0.238363,0.020263,2183219,9.2
progress,157,20188,100,0.025721,0.000864,0.420515,0.304532,0.029332,10,0.403255,0.238363,0.020263,2194251,9.2
progress,157,20282,94,0.233444,0.172208,0.419648,0.303919,0.995147,10,0.403255,0.238363,0.020263,2204604,9.2
progress,158,20373,91,0.591719,0.520313,0.420417,0.304885,1.000380,10,0.403255,0.238363,0.020263,2214613,9.2
progress,159,20467,94,0.092182,0.013591,0.418909,0.303548,0.000619,10,0.403255,0.238363,0.020263,2224989,9.2
progress,160,20567,100,0.550892,0.393233,0.419551,0.303984,0.994623,10,0.403255,0.238363,0.020263,2236009,9.2
progress,160,20610,43,0.998956,0.997913,0.420760,0.305431,1.000037,10,0.403255,0.238363,0.020263,2239100,9.2
progress,161,20710,100,0.251011,0.096795,0.419940,0.304424,0.000216,10,0.403255,0.238363,0.020263,2250190,9.2
progress,161,20736,26,0.915815,0.877590,0.420562,0.305143,1.000328,10,0.403255,0.238363,0.020263,2253030,9.2
progress,162,20836,100,0.313628,0.160764,0.420049,0.304450,0.000374,10,0.403255,0.238363,0.020263,2264071,9.2
progress,162,20856,20,0.000338,0.000000,0.419646,0.304158,0.000391,10,0.403255,0.238363,0.020263,2266276,9.2
progress,163,20956,100,0.545699,0.349295,0.420248,0.304373,0.854541,10,0.403255,0.238363,0.020263,2277311,9.2
progress,163,20997,41,0.907407,0.835795,0.421199,0.305411,1.000162,10,0.403255,0.238363,0.020263,2281814,9.2
progress,164,21097,100,0.512809,0.298139,0.421633,0.305376,0.921758,10,0.403255,0.238363,0.020263,2292823,9.2
progress,164,21122,25,0.981800,0.964759,0.422296,0.306157,1.000620,10,0.403255,0.238363,0.020263,2295559,9.2
progress,165,21217,95,0.559947,0.463963,0.422913,0.306863,1.000569,10,0.403255,0.238363,0.020263,2306062,9.2
progress,166,21317,100,0.786727,0.635825,0.424619,0.308407,0.969441,10,0.403255,0.238363,0.020263,2317097,9.2
progress,166,21353,36,0.992738,0.985596,0.425577,0.309548,1.000614,10,0.403255,0.238363,0.020263,2321046,9.2
progress,167,21453,100,0.753743,0.635009,0.427107,0.311065,0.999844,10,0.403255,0.238363,0.020263,2331857,9.2
progress,167,21461,8,1.000101,1.000201,0.427321,0.311322,1.000318,10,0.403255,0.238363,0.020263,2332700,9.2
progress,168,21561,100,0.069867,0.007002,0.425663,0.309911,0.000322,10,0.403255,0.238363,0.020263,2343291,9.2
progress,168,21575,14,0.001495,0.000023,0.425387,0.309710,0.000101,10,0.403255,0.238363,0.020263,2344764,9.2
