kind,game,roots,window_roots,avg_abs_error,avg_sq_error,total_avg_abs_error,total_avg_sq_error,last_abs_error,validation_samples,validation_avg_abs_error,validation_avg_sq_error,validation_last_abs_error,elapsed_ms,roots_per_sec,learn_rate
progress,51,5417,30,0.861352,0.742159,0.398068,0.277095,0.931112,10,0.398706,0.232848,0.021833,966231,5.6,0.040000
progress,51,5447,30,0.866937,0.761199,0.400650,0.279762,0.993119,10,0.398997,0.233035,0.021833,969350,5.6,0.040000
progress,51,5464,17,0.538182,0.466219,0.401078,0.280342,0.006840,10,0.398997,0.233035,0.021833,971064,5.6,0.040000
progress,52,5494,30,0.039550,0.002337,0.399104,0.278824,0.010972,10,0.399542,0.233543,0.021967,974468,5.6,0.040000
progress,52,5524,30,0.113715,0.021814,0.397554,0.277428,0.300924,10,0.399576,0.233570,0.021967,977569,5.7,0.040000
progress,52,5554,30,0.279528,0.101579,0.396916,0.276478,0.112100,10,0.399576,0.233570,0.021967,980668,5.7,0.040000
progress,52,5584,30,0.156664,0.074308,0.395626,0.275392,0.005766,10,0.399566,0.233560,0.021967,983795,5.7,0.040000
progress,52,5590,6,0.026046,0.000837,0.395229,0.275097,0.037490,10,0.399566,0.233560,0.021967,984413,5.7,0.040000
progress,53,5592,2,0.884255,0.784006,0.395404,0.275279,0.838440,10,0.397742,0.231560,0.021030,984787,5.7,0.040000
progress,54,5622,30,0.892599,0.798633,0.398057,0.278072,0.925875,10,0.397144,0.230927,0.020682,988028,5.7,0.040000
progress,54,5652,30,0.718949,0.602534,0.399760,0.279794,0.933913,10,0.397132,0.230911,0.020682,991136,5.7,0.040000
progress,54,5682,30,0.460221,0.396212,0.400079,0.280409,0.036739,10,0.397132,0.230911,0.020682,994230,5.7,0.040000
progress,54,5691,9,0.458951,0.383999,0.400173,0.280573,0.098830,10,0.397132,0.230911,0.020682,995171,5.7,0.040000
progress,55,5721,30,0.512879,0.264219,0.400764,0.280487,0.574725,10,0.396809,0.230629,0.020437,998561,5.7,0.040000
progress,55,5751,30,0.627059,0.438263,0.401944,0.281310,0.732589,10,0.396809,0.230629,0.020437,1001653,5.7,0.040000
progress,55,5779,28,0.702653,0.629231,0.403401,0.282996,0.896070,10,0.396809,0.230629,0.020437,1004545,5.8,0.040000
progress,56,5809,30,0.242301,0.070787,0.402569,0.281900,0.104704,10,0.397322,0.231002,0.020850,1007972,5.8,0.040000
progress,56,5839,30,0.234929,0.073947,0.401708,0.280831,0.011749,10,0.397322,0.231002,0.020850,1011083,5.8,0.040000
progress,56,5869,30,0.205414,0.058166,0.400704,0.279693,0.156203,10,0.397322,0.231002,0.020850,1014215,5.8,0.040000
progress,56,5899,30,0.301437,0.100379,0.400200,0.278781,0.327449,10,0.397322,0.231002,0.020850,1017311,5.8,0.040000
progress,56,5914,15,0.233471,0.065260,0.399777,0.278240,0.034405,10,0.397322,0.231002,0.020850,1018861,5.8,0.040000
progress,57,5944,30,0.170090,0.051771,0.398617,0.277097,0.424957,10,0.397724,0.231418,0.021082,1022128,5.8,0.040000
progress,57,5974,30,0.445439,0.208032,0.398853,0.276750,0.348817,10,0.397722,0.231415,0.021082,1025228,5.8,0.040000
progress,57,6004,30,0.183081,0.046508,0.397774,0.275599,0.448524,10,0.397722,0.231415,0.021082,1028326,5.8,0.040000
progress,57,6017,13,0.169781,0.044787,0.397282,0.275101,0.043233,10,0.397722,0.231415,0.021082,1029651,5.8,0.040000
progress,58,6047,30,0.113119,0.013916,0.395872,0.273805,0.121521,10,0.397539,0.231211,0.020989,1032948,5.9,0.040000
progress,58,6077,30,0.547738,0.411858,0.396622,0.274487,0.869323,10,0.397503,0.231186,0.020989,1036044,5.9,0.040000
progress,58,6107,30,0.696744,0.581472,0.398096,0.275995,0.899241,10,0.397503,0.231186,0.020989,1039155,5.9,0.040000
progress,58,6137,30,0.546856,0.434413,0.398823,0.276769,0.558135,10,0.397651,0.231333,0.020989,1042262,5.9,0.040000
progress,58,6147,10,0.311699,0.167745,0.398681,0.276592,0.061514,10,0.397755,0.231436,0.020989,1043200,5.9,0.040000
progress,59,6177,30,0.436208,0.283969,0.398864,0.276627,0.717533,10,0.398637,0.232321,0.021279,1046583,5.9,0.040000
progress,59,6207,30,0.623359,0.435289,0.399949,0.277394,0.518746,10,0.398637,0.232321,0.021279,1049688,5.9,0.040000
progress,59,6237,30,0.554678,0.466391,0.400693,0.278303,0.103148,10,0.398637,0.232321,0.021279,1052781,5.9,0.040000
progress,59,6250,13,0.417906,0.317954,0.400729,0.278386,0.086915,10,0.398637,0.232321,0.021279,1053920,5.9,0.040000
progress,60,6280,30,0.155275,0.045748,0.399556,0.277274,0.379285,10,0.399032,0.232635,0.021324,1057262,5.9,0.040000
progress,60,6310,30,0.498435,0.273402,0.400026,0.277256,0.775797,10,0.398918,0.232479,0.021324,1060380,6.0,0.040000
progress,60,6322,12,0.208240,0.127770,0.399662,0.276972,0.076936,10,0.398909,0.232468,0.021324,1061622,6.0,0.040000
progress,61,6352,30,0.170276,0.031915,0.398579,0.275815,0.155245,10,0.399193,0.232764,0.021512,1065022,6.0,0.040000
progress,61,6363,11,0.206332,0.052195,0.398247,0.275428,0.154928,10,0.399193,0.232764,0.021512,1066166,6.0,0.040000
progress,62,6393,30,0.032382,0.001674,0.396530,0.274144,0.021792,10,0.399269,0.232848,0.021549,1069638,6.0,0.040000
progress,62,6423,30,0.125758,0.029546,0.395265,0.273001,0.396553,10,0.399450,0.232980,0.021549,1072733,6.0,0.040000
progress,62,6453,30,0.595916,0.362757,0.396198,0.273419,0.669073,10,0.399088,0.232717,0.021549,1075838,6.0,0.040000
progress,62,6483,30,0.381365,0.187316,0.396129,0.273020,0.500197,10,0.398862,0.232493,0.021549,1078930,6.0,0.040000
progress,62,6513,30,0.354714,0.181713,0.395938,0.272600,0.645628,10,0.398655,0.232288,0.021549,1082025,6.0,0.040000
progress,62,6516,3,0.384845,0.213621,0.395933,0.272572,0.250275,10,0.398591,0.232225,0.021549,1082334,6.0,0.040000
progress,63,6546,30,0.128132,0.025246,0.394706,0.271439,0.338012,10,0.398322,0.231954,0.021377,1085642,6.0,0.040000
progress,63,6576,30,0.623107,0.427915,0.395748,0.272153,0.224683,10,0.398388,0.232044,0.021377,1088744,6.0,0.040000
progress,63,6606,30,0.593481,0.446311,0.396646,0.272944,0.078264,10,0.398169,0.231828,0.021377,1091852,6.1,0.040000
progress,63,6625,19,0.515928,0.415110,0.396988,0.273351,0.331507,10,0.398169,0.231828,0.021377,1093700,6.1,0.040000
progress,64,6655,30,0.047692,0.003424,0.395414,0.272135,0.078503,10,0.397859,0.231507,0.021204,1096985,6.1,0.040000
progress,64,6685,30,0.229662,0.056398,0.394670,0.271166,0.082087,10,0.398093,0.231663,0.021204,1100078,6.1,0.040000
progress,64,6715,30,0.332467,0.139235,0.394392,0.270577,0.586487,10,0.398238,0.231794,0.021204,1103171,6.1,0.040000
progress,64,6737,22,0.560486,0.441398,0.394934,0.271135,0.108375,10,0.398284,0.231839,0.021204,1105493,6.1,0.040000
progress,65,6753,16,0.049842,0.004328,0.394117,0.270503,0.013776,10,0.398866,0.232440,0.021540,1107696,6.1,0.040000
progress,66,6783,30,0.072523,0.006814,0.392694,0.269336,0.012793,10,0.399846,0.233413,0.021959,1111181,6.1,0.040000
progress,66,6813,30,0.619606,0.449487,0.393693,0.270130,0.879948,10,0.399846,0.233413,0.021959,1114274,6.1,0.040000
progress,66,6843,30,0.662889,0.534674,0.394874,0.271289,0.409235,10,0.399846,0.233413,0.021959,1117353,6.1,0.040000
progress,66,6873,30,0.411690,0.291152,0.394947,0.271376,0.052248,10,0.400248,0.233812,0.021959,1120447,6.1,0.040000
progress,66,6883,10,0.380243,0.269268,0.394926,0.271373,0.057667,10,0.400351,0.233914,0.021959,1121385,6.1,0.040000
progress,67,6913,30,0.075872,0.007082,0.393541,0.270226,0.201658,10,0.400247,0.233787,0.021863,1124746,6.1,0.040000
progress,67,6943,30,0.132105,0.023306,0.392411,0.269159,0.133587,10,0.400425,0.233918,0.021863,1127848,6.2,0.040000
progress,67,6959,16,0.199923,0.096324,0.391969,0.268762,0.028274,10,0.400425,0.233918,0.021863,1129498,6.2,0.040000
progress,68,6989,30,0.068241,0.007330,0.390579,0.267640,0.163296,10,0.400274,0.233774,0.021775,1132858,6.2,0.040000
progress,68,7019,30,0.321959,0.114305,0.390286,0.266984,0.127768,10,0.400281,0.233771,0.021775,1135956,6.2,0.040000
progress,68,7049,30,0.199734,0.057474,0.389475,0.266093,0.102911,10,0.400281,0.233771,0.021775,1139064,6.2,0.040000
progress,68,7071,22,0.145370,0.050559,0.388715,0.265422,0.570069,10,0.400250,0.233740,0.021775,1141354,6.2,0.040000
progress,69,7101,30,0.292647,0.098114,0.388310,0.264715,0.516453,10,0.400162,0.233602,0.021629,1144609,6.2,0.040000
progress,69,7131,30,0.602798,0.384514,0.389212,0.265219,0.626352,10,0.400162,0.233602,0.021629,1147714,6.2,0.040000
progress,69,7161,30,0.628164,0.492974,0.390213,0.266173,0.045715,10,0.400162,0.233602,0.021629,1150808,6.2,0.040000
progress,69,7180,19,0.418608,0.325889,0.390288,0.266331,0.066293,10,0.400254,0.233694,0.021629,1152783,6.2,0.040000
progress,70,7210,30,0.641694,0.412661,0.391334,0.266940,0.667995,10,0.399649,0.233076,0.021267,1156109,6.2,0.040000
progress,70,7240,30,0.805766,0.661363,0.393051,0.268575,0.927664,10,0.399653,0.233090,0.021267,1159211,6.2,0.040000
progress,70,7270,30,0.950789,0.935506,0.395353,0.271327,0.127885,10,0.399653,0.233090,0.021267,1162310,6.3,0.040000
progress,70,7283,13,0.436611,0.351757,0.395427,0.271470,0.022592,10,0.399653,0.233090,0.021267,1163663,6.3,0.040000
progress,71,7313,30,0.148932,0.027926,0.394415,0.270471,0.397512,10,0.401601,0.235390,0.022137,1166986,6.3,0.040000
progress,71,7335,22,0.834245,0.759856,0.395735,0.271939,0.079533,10,0.401597,0.235385,0.022137,1169260,6.3,0.040000
progress,72,7365,30,0.505456,0.290116,0.396182,0.272013,0.619981,10,0.401238,0.234980,0.021925,1172592,6.3,0.040000
progress,72,7395,30,0.845319,0.734048,0.398004,0.273887,0.567403,10,0.401238,0.234980,0.021925,1175680,6.3,0.040000
progress,72,7425,30,0.509704,0.407262,0.398455,0.274426,0.167845,10,0.401238,0.234980,0.021925,1178754,6.3,0.040000
progress,72,7455,30,0.532128,0.446262,0.398993,0.275118,0.954139,10,0.401238,0.234980,0.021925,1181843,6.3,0.040000
progress,72,7467,12,0.648107,0.601082,0.399393,0.275642,0.049438,10,0.401276,0.235018,0.021925,1183092,6.3,0.040000
progress,73,7497,30,0.113527,0.018122,0.398249,0.274611,0.362984,10,0.400733,0.234427,0.021595,1186553,6.3,0.040000
progress,73,7527,30,0.305523,0.099770,0.397880,0.273914,0.028401,10,0.400733,0.234427,0.021595,1189710,6.3,0.040000
progress,73,7557,30,0.336218,0.181419,0.397635,0.273547,0.013190,10,0.400733,0.234427,0.021595,1192973,6.3,0.040000
progress,73,7587,30,0.544937,0.384829,0.398217,0.273987,0.100095,10,0.384011,0.220518,0.021595,1196133,6.3,0.040000
progress,73,7608,21,0.421288,0.319559,0.398281,0.274113,0.068046,10,0.388045,0.223362,0.021595,1197712,6.4,0.040000
progress,74,7638,30,0.345786,0.121183,0.398075,0.273512,0.439934,10,0.385001,0.221203,0.020452,1201163,6.4,0.040000
progress,74,7668,30,0.469313,0.230336,0.398354,0.273343,0.539174,10,0.383905,0.220408,0.020452,1204266,6.4,0.040000
progress,74,7698,30,0.977472,1.110765,0.400610,0.276607,1.081161,10,0.383905,0.220408,0.020452,1207346,6.4,0.040000
progress,74,7724,26,0.435595,0.336893,0.400728,0.276810,0.078668,10,0.392250,0.227323,0.020452,1209924,6.4,0.040000
progress,75,7754,30,0.072714,0.006759,0.399459,0.275765,0.044957,10,0.394310,0.228475,0.020882,1213398,6.4,0.040000
progress,75,7784,30,0.068037,0.012509,0.398182,0.274750,0.512901,10,0.394559,0.228654,0.020882,1216494,6.4,0.040000
progress,75,7814,30,0.601454,0.441267,0.398962,0.275390,0.418284,10,0.394559,0.228654,0.020882,1219591,6.4,0.040000
progress,75,7842,28,0.519338,0.404890,0.399392,0.275852,0.072761,10,0.394559,0.228654,0.020882,1222486,6.4,0.040000
progress,76,7872,30,0.272747,0.078754,0.398909,0.275101,0.381394,10,0.394781,0.228841,0.020831,1226055,6.4,0.040000
progress,76,7902,30,0.342093,0.117279,0.398694,0.274502,0.355467,10,0.394714,0.228744,0.020831,1229206,6.4,0.040000
progress,76,7932,30,0.685116,0.522704,0.399777,0.275441,0.648740,10,0.394713,0.228743,0.020831,1232284,6.4,0.040000
progress,76,7962,30,0.402995,0.253928,0.399789,0.275359,0.957685,10,0.395146,0.229140,0.020831,1235403,6.4,0.040000
progress,76,7984,22,0.629153,0.525204,0.400421,0.276048,0.089359,10,0.397017,0.230897,0.020831,1237049,6.5,0.040000
progress,77,8014,30,0.079546,0.008678,0.399220,0.275047,0.231561,10,0.396666,0.230508,0.020642,1240570,6.5,0.040000
progress,77,8044,30,0.220836,0.067598,0.398555,0.274273,0.013534,10,0.396220,0.230188,0.020642,1243682,6.5,0.040000
progress,77,8053,9,0.008026,0.000083,0.398118,0.273967,0.003362,10,0.396220,0.230188,0.020642,1244616,6.5,0.040000
progress,78,8083,30,0.711480,0.506874,0.399281,0.274831,0.742813,10,0.395284,0.229375,0.020267,1247995,6.5,0.040000
progress,78,8113,30,0.691187,0.520236,0.400361,0.275739,0.630563,10,0.395284,0.229375,0.020267,1251086,6.5,0.040000
progress,78,8143,30,0.506225,0.391806,0.400751,0.276166,0.964637,10,0.395284,0.229375,0.020267,1254215,6.5,0.040000
progress,78,8165,22,0.393241,0.274019,0.400730,0.276161,0.043851,10,0.395284,0.229375,0.020267,1256278,6.5,0.040000
progress,79,8195,30,0.314173,0.105836,0.400414,0.275537,0.349830,10,0.392074,0.228041,0.017088,1259671,6.5,0.040000
progress,79,8225,30,0.367736,0.148184,0.400294,0.275073,0.514321,10,0.392074,0.228041,0.017088,1262776,6.5,0.040000
progress,79,8255,30,0.476238,0.270613,0.400570,0.275056,0.572308,10,0.393423,0.229352,0.017088,1265888,6.5,0.040000
progress,79,8285,30,0.415860,0.212605,0.400626,0.274830,0.583945,10,0.361382,0.208051,0.017088,1268971,6.5,0.040000
progress,79,8315,30,0.454776,0.235352,0.400821,0.274688,0.546083,10,0.359652,0.207486,0.017088,1272071,6.5,0.040000
progress,79,8318,3,0.292041,0.116762,0.400782,0.274631,0.222759,10,0.359457,0.207426,0.017088,1272380,6.5,0.040000
progress,80,8348,30,0.812813,0.662398,0.402263,0.276024,0.791730,10,0.352325,0.204646,0.001078,1275745,6.5,0.040000
progress,80,8378,30,0.737105,0.554648,0.403462,0.277022,0.568551,10,0.352325,0.204646,0.001078,1278868,6.6,0.040000
progress,80,8408,30,0.656177,0.486026,0.404363,0.277768,0.047662,10,0.352325,0.204646,0.001078,1281979,6.6,0.040000
progress,80,8438,30,0.410737,0.268953,0.404386,0.277736,0.085367,10,0.352325,0.204646,0.001078,1285096,6.6,0.040000
progress,80,8468,30,0.386529,0.258770,0.404323,0.277669,0.010443,10,0.352325,0.204646,0.001078,1288198,6.6,0.040000
progress,80,8470,2,0.331888,0.217745,0.404306,0.277655,0.003870,10,0.352325,0.204646,0.001078,1288412,6.6,0.040000
progress,81,8500,30,0.226325,0.092885,0.403677,0.277003,0.552294,10,0.357359,0.206310,0.009715,1291879,6.6,0.040000
progress,81,8530,30,0.410115,0.196323,0.403700,0.276719,0.236153,10,0.356935,0.206011,0.009715,1294992,6.6,0.040000
progress,81,8560,30,0.568639,0.353253,0.404278,0.276987,0.586484,10,0.356935,0.206011,0.009715,1298095,6.6,0.040000
progress,81,8590,30,0.638442,0.436568,0.405096,0.277545,0.802929,10,0.356935,0.206011,0.009715,1301179,6.6,0.040000
progress,81,8620,30,0.740769,0.678925,0.406264,0.278942,0.075422,10,0.357736,0.206263,0.009715,1304317,6.6,0.040000
progress,81,8621,1,0.788684,0.622022,0.406309,0.278982,0.788684,10,0.358388,0.206477,0.009715,1304417,6.6,0.040000
progress,82,8651,30,0.147981,0.027963,0.405413,0.278111,0.251380,10,0.360402,0.207110,0.014398,1307774,6.6,0.040000
progress,82,8681,30,0.156243,0.037259,0.404552,0.277279,0.062780,10,0.360402,0.207110,0.014398,1310913,6.6,0.040000
progress,82,8711,30,0.120945,0.036903,0.403575,0.276451,0.078267,10,0.362996,0.208047,0.014398,1314000,6.6,0.040000
progress,82,8741,30,0.248083,0.171535,0.403041,0.276091,0.003106,10,0.362996,0.208047,0.014398,1317126,6.6,0.040000
progress,82,8745,4,0.069920,0.012571,0.402889,0.275970,0.029287,10,0.362996,0.208047,0.014398,1317537,6.6,0.040000
progress,83,8775,30,0.645473,0.417545,0.403718,0.276454,0.611120,10,0.359290,0.206903,0.006613,1320971,6.6,0.040000
progress,83,8805,30,0.540772,0.311359,0.404185,0.276573,0.257815,10,0.359274,0.206880,0.006613,1324089,6.6,0.040000
progress,83,8835,30,0.147084,0.046572,0.403312,0.275792,0.245672,10,0.359274,0.206880,0.006613,1327217,6.7,0.040000
progress,83,8865,30,0.300160,0.106057,0.402963,0.275218,0.123666,10,0.359274,0.206880,0.006613,1330448,6.7,0.040000
progress,83,8895,30,0.165802,0.045780,0.402163,0.274444,0.064500,10,0.359185,0.206846,0.006613,1333532,6.7,0.040000
progress,83,8898,3,0.130920,0.018870,0.402072,0.274358,0.185652,10,0.359185,0.206846,0.006613,1333843,6.7,0.040000
progress,84,8928,30,0.332003,0.129530,0.401836,0.273871,0.560396,10,0.360582,0.207275,0.011353,1337182,6.7,0.040000
progress,84,8958,30,0.609655,0.386374,0.402532,0.274248,0.588141,10,0.361150,0.207497,0.011353,1340274,6.7,0.040000
progress,84,8988,30,0.549145,0.379824,0.403022,0.274600,0.132224,10,0.361150,0.207497,0.011353,1343388,6.7,0.040000
progress,84,9018,30,0.553595,0.450077,0.403523,0.275184,0.035439,10,0.361150,0.207497,0.011353,1346304,6.7,0.040000
progress,84,9022,4,0.434855,0.341440,0.403536,0.275213,0.035765,10,0.361150,0.207497,0.011353,1346724,6.7,0.040000
progress,85,9052,30,0.260484,0.144645,0.403062,0.274781,0.793831,10,0.366551,0.209525,0.020369,1350110,6.7,0.040000
progress,85,9082,30,0.874318,0.776928,0.404619,0.276439,0.413531,10,0.366879,0.209756,0.020369,1353209,6.7,0.040000
progress,85,9112,30,0.529208,0.462821,0.405029,0.277053,0.012662,10,0.366879,0.209756,0.020369,1356358,6.7,0.040000
progress,85,9139,27,0.526999,0.387566,0.405390,0.277380,0.148149,10,0.371024,0.211571,0.020369,1359161,6.7,0.040000
progress,86,9169,30,0.032724,0.001613,0.404170,0.276477,0.030027,10,0.371017,0.211542,0.020323,1362568,6.7,0.040000
progress,86,9199,30,0.068638,0.006692,0.403076,0.275597,0.006847,10,0.371676,0.212013,0.020323,1365682,6.7,0.040000
progress,86,9229,30,0.087943,0.015285,0.402052,0.274751,0.151433,10,0.371715,0.212041,0.020323,1368874,6.7,0.040000
progress,86,9259,30,0.523445,0.430741,0.402445,0.275257,0.970153,10,0.397687,0.231235,0.020323,1371977,6.7,0.040000
progress,86,9283,24,0.823981,0.760867,0.403535,0.276512,0.365627,10,0.397906,0.231454,0.020323,1373637,6.8,0.040000
progress,87,9313,30,0.731339,0.536008,0.404591,0.277348,0.766768,10,0.395122,0.230241,0.018641,1377071,6.8,0.040000
progress,87,9343,30,0.739464,0.546880,0.405666,0.278214,0.734822,10,0.395122,0.230241,0.018641,1380173,6.8,0.040000
progress,87,9373,30,0.737364,0.543713,0.406728,0.279063,0.736965,10,0.395122,0.230241,0.018641,1383317,6.8,0.040000
progress,87,9403,30,0.566656,0.370977,0.407238,0.279357,0.749153,10,0.395122,0.230241,0.018641,1386414,6.8,0.040000
progress,87,9429,26,0.382556,0.265178,0.407170,0.279317,0.015812,10,0.395081,0.230200,0.018641,1389025,6.8,0.040000
progress,88,9459,30,0.804084,0.655510,0.408429,0.280511,0.818653,10,0.392465,0.229115,0.012704,1392455,6.8,0.040000
progress,88,9489,30,0.791013,0.658135,0.409638,0.281704,0.981360,10,0.392465,0.229115,0.012704,1395569,6.8,0.040000
progress,88,9491,2,0.563352,0.337427,0.409671,0.281716,0.421712,10,0.392465,0.229115,0.012704,1395776,6.8,0.040000
progress,89,9521,30,0.042769,0.002626,0.408515,0.280837,0.026611,10,0.394406,0.229764,0.016347,1399202,6.8,0.040000
progress,89,9551,30,0.096680,0.011171,0.407535,0.279990,0.034158,10,0.394431,0.229781,0.016347,1402312,6.8,0.040000
progress,89,9581,30,0.368272,0.178724,0.407412,0.279673,0.673509,10,0.394430,0.229780,0.016347,1405449,6.8,0.040000
progress,89,9611,30,0.384922,0.210520,0.407342,0.279457,0.686871,10,0.394475,0.229825,0.016347,1408571,6.8,0.040000
progress,89,9641,30,0.557748,0.397469,0.407810,0.279824,0.863690,10,0.393711,0.229065,0.016347,1411682,6.8,0.040000
progress,89,9644,3,0.289236,0.243316,0.407773,0.279813,0.010681,10,0.393711,0.229065,0.016347,1411996,6.8,0.040000
progress,90,9674,30,0.054903,0.005496,0.406679,0.278962,0.056449,10,0.396379,0.230241,0.020163,1415489,6.8,0.040000
progress,90,9704,30,0.049745,0.003372,0.405575,0.278110,0.050968,10,0.396389,0.230254,0.020163,1418631,6.8,0.040000
progress,90,9734,30,0.077833,0.013337,0.404565,0.277294,0.008077,10,0.396389,0.230254,0.020163,1421792,6.8,0.040000
progress,90,9764,30,0.243245,0.076455,0.404070,0.276677,0.109331,10,0.396389,0.230254,0.020163,1424887,6.9,0.040000
progress,90,9794,30,0.330932,0.152943,0.403846,0.276298,0.149565,10,0.396389,0.230254,0.020163,1428007,6.9,0.040000
progress,90,9797,3,0.538611,0.375559,0.403887,0.276328,0.868235,10,0.396389,0.230254,0.020163,1428317,6.9,0.040000
progress,91,9827,30,0.113066,0.026815,0.402999,0.275567,0.346267,10,0.397259,0.230851,0.020375,1431844,6.9,0.040000
progress,91,9857,30,0.592829,0.372297,0.403577,0.275861,0.609385,10,0.398187,0.231528,0.020375,1434954,6.9,0.040000
progress,91,9887,30,0.528525,0.331392,0.403956,0.276030,0.021336,10,0.398187,0.231528,0.020375,1438102,6.9,0.040000
progress,91,9917,30,0.425518,0.253532,0.404021,0.275961,0.044257,10,0.398187,0.231528,0.020375,1441192,6.9,0.040000
progress,91,9947,30,0.285418,0.142434,0.403663,0.275559,0.235576,10,0.398187,0.231528,0.020375,1444293,6.9,0.040000
progress,91,9950,3,0.110469,0.018613,0.403575,0.275481,0.054430,10,0.398187,0.231528,0.020375,1444602,6.9,0.040000
progress,92,9980,30,0.535690,0.288794,0.403972,0.275521,0.642329,10,0.397507,0.230938,0.020155,1448084,6.9,0.040000
progress,92,10010,30,0.361546,0.171869,0.403845,0.275211,0.333130,10,0.397507,0.230938,0.020155,1451195,6.9,0.040000
progress,92,10040,30,0.624112,0.460897,0.404503,0.275765,0.994359,10,0.397507,0.230938,0.020155,1454306,6.9,0.040000
progress,92,10070,30,0.518720,0.468510,0.404843,0.276340,0.017015,10,0.397507,0.230938,0.020155,1457354,6.9,0.040000
progress,92,10077,7,0.404849,0.356840,0.404843,0.276396,0.020228,10,0.397507,0.230938,0.020155,1458083,6.9,0.040000
progress,93,10107,30,0.397457,0.252043,0.404821,0.276323,0.856152,10,0.398082,0.231526,0.020590,1461568,6.9,0.040000
progress,93,10137,30,0.727794,0.606923,0.405777,0.277302,0.936195,10,0.398082,0.231526,0.020590,1464652,6.9,0.040000
progress,93,10167,30,0.490206,0.372563,0.406026,0.277583,0.633263,10,0.398359,0.231801,0.020590,1467793,6.9,0.040000
progress,93,10179,12,0.348297,0.150096,0.405958,0.277433,0.256311,10,0.398534,0.231975,0.020590,1468830,6.9,0.040000
progress,94,10209,30,0.330446,0.116404,0.405736,0.276959,0.503533,10,0.398104,0.231542,0.020468,1472257,6.9,0.040000
progress,94,10239,30,0.200406,0.066953,0.405135,0.276344,0.088509,10,0.398182,0.231599,0.020468,1475379,6.9,0.040000
progress,94,10269,30,0.279776,0.109440,0.404769,0.275856,0.418730,10,0.398182,0.231599,0.020468,1478551,6.9,0.040000
progress,94,10299,30,0.490468,0.242972,0.405018,0.275761,0.533755,10,0.398182,0.231599,0.020468,1481654,7.0,0.040000
progress,94,10329,30,0.264657,0.095078,0.404611,0.275236,0.049598,10,0.395751,0.229235,0.020468,1484745,7.0,0.040000
progress,94,10331,2,0.198109,0.057756,0.404571,0.275194,0.062064,10,0.397676,0.231097,0.020468,1484949,7.0,0.040000
progress,95,10361,30,0.100551,0.013582,0.403690,0.274436,0.191410,10,0.397793,0.231196,0.020498,1488303,7.0,0.040000
progress,95,10391,30,0.729746,0.572299,0.404632,0.275296,0.634956,10,0.397320,0.230854,0.020498,1491401,7.0,0.040000
progress,95,10421,30,0.808518,0.799893,0.405794,0.276806,1.025719,10,0.397320,0.230854,0.020498,1494491,7.0,0.040000
progress,95,10442,21,0.366987,0.212561,0.405716,0.276677,0.067362,10,0.397699,0.231229,0.020498,1496165,7.0,0.040000
progress,96,10472,30,0.093462,0.012502,0.404822,0.275920,0.143145,10,0.398412,0.232021,0.020865,1499587,7.0,0.040000
progress,96,10502,30,0.461620,0.232555,0.404984,0.275797,0.356463,10,0.398527,0.232103,0.020865,1502691,7.0,0.040000
progress,96,10532,30,0.582939,0.363810,0.405491,0.276047,0.486903,10,0.398467,0.232044,0.020865,1505804,7.0,0.040000
progress,96,10562,30,0.589542,0.432260,0.406014,0.276491,0.117805,10,0.398467,0.232044,0.020865,1508970,7.0,0.040000
progress,96,10583,21,0.438021,0.331423,0.406077,0.276600,0.029001,10,0.398467,0.232044,0.020865,1511062,7.0,0.040000
progress,97,10613,30,0.206562,0.075764,0.405513,0.276032,0.238760,10,0.399339,0.232968,0.021308,1514502,7.0,0.040000
progress,97,10643,30,0.249818,0.077959,0.405074,0.275474,0.443832,10,0.399339,0.232968,0.021308,1517637,7.0,0.040000
progress,97,10673,30,0.449461,0.255933,0.405199,0.275419,0.283250,10,0.399339,0.232968,0.021308,1520720,7.0,0.040000
progress,97,10702,29,0.293134,0.187286,0.404895,0.275180,0.071449,10,0.399339,0.232968,0.021308,1523731,7.0,0.040000
progress,98,10732,30,0.169576,0.045565,0.404238,0.274538,0.400877,10,0.398999,0.232599,0.021093,1527225,7.0,0.040000
progress,98,10762,30,0.517598,0.279902,0.404554,0.274553,0.283194,10,0.398997,0.232595,0.021093,1530318,7.0,0.040000
progress,98,10792,30,0.795025,0.694360,0.405639,0.275720,1.160773,10,0.398997,0.232595,0.021093,1533452,7.0,0.040000
progress,98,10804,12,0.878124,0.858268,0.406164,0.276367,0.084581,10,0.398997,0.232595,0.021093,1534490,7.0,0.040000
progress,99,10834,30,0.968996,0.941601,0.407722,0.278209,0.990084,10,0.397251,0.231106,0.020715,1537946,7.0,0.040000
progress,99,10856,22,0.562014,0.476974,0.408035,0.278612,0.030124,10,0.397251,0.231106,0.020715,1540016,7.0,0.040000
progress,100,10886,30,0.042277,0.002732,0.407027,0.277852,0.065991,10,0.397546,0.231420,0.020891,1543463,7.1,0.040000
progress,100,10916,30,0.098124,0.018006,0.406178,0.277138,0.101844,10,0.397573,0.231439,0.020891,1546553,7.1,0.040000
progress,100,10946,30,0.078539,0.006385,0.405280,0.276396,0.086331,10,0.397573,0.231439,0.020891,1549685,7.1,0.040000
progress,100,10976,30,0.119941,0.027528,0.404500,0.275715,0.276932,10,0.397573,0.231439,0.020891,1552779,7.1,0.040000
